"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","10"
"Cow Dung","3136"
"Electricity Fuel","1"
"KeroseneFuel","100"
"LP Gas","14"
"Not Sated about Fuel","120"
"OthersFuel","219"
"Wood/FireWood","2469"
"Total","6069"
