"Population by Mother tongue","Number"
"Hindi",""
"Female","77"
"Male","65"
"","142"
"Magahi",""
"Female","1183"
"Male","1117"
"","2300"
"Maithili",""
"Female","14463"
"Male","14256"
"","28719"
"Nepali",""
"Female","149"
"Male","157"
"","306"
"Not Reported",""
"Female","174"
"Male","225"
"","399"
"Others",""
"Female","27"
"Male","18"
"","45"
"Sherpa",""
"Female","4"
"Male","7"
"","11"
"Sunuwar",""
"Female","9"
"Male","9"
"","18"
"Urdu",""
"Female","124"
"Male","101"
"","225"
"Yakkha",""
"Female","43"
"Male","58"
"","101"
