"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","10"
"Cow Dung","3340"
"Electricity Fuel","3"
"KeroseneFuel","67"
"LP Gas","29"
"Not Sated about Fuel","208"
"OthersFuel","14"
"Wood/FireWood","2146"
"Total","5817"
