"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","120"
"Male","130"
"","250"
"Bangali",""
"Female","51"
"Male","57"
"","108"
"Baraee",""
"Female","64"
"Male","75"
"","139"
"Bhote",""
"Female","3"
"Male","9"
"","12"
"Brahman - Hill",""
"Female","714"
"Male","614"
"","1328"
"Brahman - Tarai",""
"Female","163"
"Male","173"
"","336"
"Chamar/ Harijan/ Ram",""
"Female","149"
"Male","165"
"","314"
"Chhetri",""
"Female","878"
"Male","828"
"","1706"
"Dalit Others",""
"Female","419"
"Male","440"
"","859"
"Damai/Dholi",""
"Female","179"
"Male","181"
"","360"
"Dhankar/ Dharikar",""
"Female","9"
"Male","15"
"","24"
"Dhobi",""
"Female","748"
"Male","862"
"","1610"
"Dusadh/ Pasawan/ Pasi",""
"Female","680"
"Male","733"
"","1413"
"Gaderi/Bhedihar",""
"Female","177"
"Male","201"
"","378"
"Gaine",""
"Female","21"
"Male","16"
"","37"
"Gharti/Bhujel",""
"Female","13"
"Male","7"
"","20"
"Gurung",""
"Female","44"
"Male","36"
"","80"
"Hajam/Thakur",""
"Female","166"
"Male","178"
"","344"
"Halwai",""
"Female","195"
"Male","220"
"","415"
"Kahar",""
"Female","348"
"Male","345"
"","693"
"Kalwar",""
"Female","165"
"Male","149"
"","314"
"Kami",""
"Female","560"
"Male","461"
"","1021"
"Kathabaniyan",""
"Female","57"
"Male","73"
"","130"
"Kayastha",""
"Female","14"
"Male","7"
"","21"
"Kewat",""
"Female","348"
"Male","376"
"","724"
"Koiri/Kushwaha",""
"Female","56"
"Male","63"
"","119"
"Kori",""
"Female","859"
"Male","930"
"","1789"
"Kumal",""
"Female","101"
"Male","92"
"","193"
"Kurmi",""
"Female","1135"
"Male","1242"
"","2377"
"Lhomi",""
"Female","9"
"Male","6"
"","15"
"Limbu",""
"Female","18"
"Male","13"
"","31"
"Lohar",""
"Female","80"
"Male","84"
"","164"
"Magar",""
"Female","1078"
"Male","1077"
"","2155"
"Majhi",""
"Female","9"
"Male","12"
"","21"
"Mali",""
"Female","46"
"Male","47"
"","93"
"Marwadi",""
"Female","13"
"Male","17"
"","30"
"Musalman",""
"Female","3038"
"Male","3157"
"","6195"
"Newar",""
"Female","28"
"Male","33"
"","61"
"Others",""
"Female","41"
"Male","34"
"","75"
"Sanyasi/Dasnami",""
"Female","49"
"Male","56"
"","105"
"Sarki",""
"Female","32"
"Male","27"
"","59"
"Sunuwar",""
"Female","9"
"Male","3"
"","12"
"Tamang",""
"Female","15"
"Male","9"
"","24"
"Teli",""
"Female","345"
"Male","400"
"","745"
"Terai Others",""
"Female","179"
"Male","177"
"","356"
"Thakuri",""
"Female","53"
"Male","48"
"","101"
"Tharu",""
"Female","2496"
"Male","2518"
"","5014"
"Yadav",""
"Female","2132"
"Male","2435"
"","4567"
