"Population by Mother tongue","Number"
"Avadhi",""
"Female","9020"
"Male","9935"
"","18955"
"Bhojpuri",""
"Female","13"
"Male","12"
"","25"
"Doteli",""
"Female","6"
"Male","5"
"","11"
"Hindi",""
"Female","6"
"Male","8"
"","14"
"Kham",""
"Female","18"
"Male","16"
"","34"
"Limbu",""
"Female","18"
"Male","13"
"","31"
"Magar",""
"Female","523"
"Male","550"
"","1073"
"Maithili",""
"Female","225"
"Male","255"
"","480"
"Nepali",""
"Female","3005"
"Male","2642"
"","5647"
"Newar",""
"Female","13"
"Male","14"
"","27"
"Not Reported",""
"Female","22"
"Male","18"
"","40"
"Others",""
"Female","15"
"Male","12"
"","27"
"Tamang",""
"Female","6"
"Male","5"
"","11"
"Tharu",""
"Female","2199"
"Male","2208"
"","4407"
"Urdu",""
"Female","3017"
"Male","3138"
"","6155"
