"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","195"
"Christianity","84"
"Hindu","30499"
"Islam","6189"
"Jainism","0"
"Kirat","0"
"Prakriti","3"
"Sikhism","0"
"Undefined","43"
"Total","37013"
