"Population by Five Years Age Group","Number"
"0-4",""
"Female","1063"
"Male","1115"
"10-14",""
"Female","1375"
"Male","1472"
"15-19",""
"Female","1264"
"Male","1062"
"20-24",""
"Female","1256"
"Male","957"
"25-29",""
"Female","969"
"Male","1183"
"30-34",""
"Female","742"
"Male","830"
"35-39",""
"Female","669"
"Male","640"
"40-44",""
"Female","532"
"Male","504"
"45-49",""
"Female","445"
"Male","401"
"50-54",""
"Female","386"
"Male","412"
"55-59",""
"Female","270"
"Male","251"
"5-9",""
"Female","1225"
"Male","1397"
"60-64",""
"Female","369"
"Male","264"
"65-69",""
"Female","234"
"Male","187"
"70-74",""
"Female","227"
"Male","149"
"75+",""
"Female","252"
"Male","139"
