"Population by Single Year of Age","Number"
"0",""
"Female","194"
"Male","202"
"1",""
"Female","191"
"Male","195"
"10",""
"Female","282"
"Male","325"
"11",""
"Female","225"
"Male","258"
"12",""
"Female","325"
"Male","339"
"13",""
"Female","271"
"Male","270"
"14",""
"Female","272"
"Male","280"
"15",""
"Female","273"
"Male","256"
"16",""
"Female","264"
"Male","236"
"17",""
"Female","190"
"Male","181"
"18",""
"Female","360"
"Male","261"
"19",""
"Female","177"
"Male","128"
"2",""
"Female","198"
"Male","238"
"20",""
"Female","333"
"Male","210"
"21",""
"Female","197"
"Male","154"
"22",""
"Female","293"
"Male","208"
"23",""
"Female","210"
"Male","163"
"24",""
"Female","223"
"Male","222"
"25",""
"Female","266"
"Male","248"
"26",""
"Female","191"
"Male","222"
"27",""
"Female","166"
"Male","237"
"28",""
"Female","264"
"Male","296"
"29",""
"Female","82"
"Male","180"
"3",""
"Female","237"
"Male","211"
"30",""
"Female","288"
"Male","266"
"31",""
"Female","90"
"Male","117"
"32",""
"Female","162"
"Male","188"
"33",""
"Female","87"
"Male","123"
"34",""
"Female","115"
"Male","136"
"35",""
"Female","251"
"Male","213"
"36",""
"Female","127"
"Male","108"
"37",""
"Female","77"
"Male","85"
"38",""
"Female","155"
"Male","162"
"39",""
"Female","59"
"Male","72"
"4",""
"Female","243"
"Male","269"
"40",""
"Female","243"
"Male","205"
"41",""
"Female","53"
"Male","62"
"42",""
"Female","118"
"Male","94"
"43",""
"Female","68"
"Male","72"
"44",""
"Female","50"
"Male","71"
"45",""
"Female","186"
"Male","146"
"46",""
"Female","79"
"Male","82"
"47",""
"Female","35"
"Male","39"
"48",""
"Female","100"
"Male","102"
"49",""
"Female","45"
"Male","32"
"5",""
"Female","239"
"Male","302"
"50",""
"Female","181"
"Male","178"
"51",""
"Female","47"
"Male","56"
"52",""
"Female","69"
"Male","90"
"53",""
"Female","52"
"Male","42"
"54",""
"Female","37"
"Male","46"
"55",""
"Female","95"
"Male","85"
"56",""
"Female","44"
"Male","40"
"57",""
"Female","42"
"Male","27"
"58",""
"Female","54"
"Male","71"
"59",""
"Female","35"
"Male","28"
"6",""
"Female","244"
"Male","268"
"60",""
"Female","186"
"Male","116"
"61",""
"Female","48"
"Male","44"
"62",""
"Female","70"
"Male","51"
"63",""
"Female","33"
"Male","32"
"64",""
"Female","32"
"Male","21"
"65",""
"Female","112"
"Male","70"
"66",""
"Female","43"
"Male","23"
"67",""
"Female","19"
"Male","28"
"68",""
"Female","44"
"Male","56"
"69",""
"Female","16"
"Male","10"
"7",""
"Female","236"
"Male","264"
"70",""
"Female","134"
"Male","68"
"71",""
"Female","26"
"Male","17"
"72",""
"Female","43"
"Male","33"
"73",""
"Female","12"
"Male","20"
"74",""
"Female","12"
"Male","11"
"75",""
"Female","58"
"Male","30"
"76",""
"Female","16"
"Male","7"
"77",""
"Female","13"
"Male","4"
"78",""
"Female","21"
"Male","18"
"79",""
"Female","4"
"Male","7"
"8",""
"Female","311"
"Male","318"
"80",""
"Female","58"
"Male","23"
"81",""
"Female","11"
"Male","5"
"82",""
"Female","11"
"Male","11"
"83",""
"Female","4"
"Male","5"
"84",""
"Female","5"
"Male","3"
"85",""
"Female","51"
"Male","26"
"9",""
"Female","195"
"Male","245"
