"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","988"
"Cow Dung","1076"
"Electricity","191"
"Kerosene","586"
"LP Gas","11587"
"Not stated","1761"
"Others","323"
"Wood/Firewood","281662"
"Total","298174"
