"Population by Mother tongue","Number"
"Bahing",""
"Female","854"
"Male","708"
"","1562"
"Bhujel",""
"Female","14"
"Male","9"
"","23"
"Dumi",""
"Female","9"
"Male","15"
"","24"
"Magar",""
"Female","1391"
"Male","1166"
"","2557"
"Maithili",""
"Female","4"
"Male","20"
"","24"
"Majhi",""
"Female","96"
"Male","85"
"","181"
"Nepali",""
"Female","4887"
"Male","4136"
"","9023"
"Not Reported",""
"Female","9"
"Male","7"
"","16"
"Others",""
"Female","23"
"Male","19"
"","42"
"Rai",""
"Female","196"
"Male","170"
"","366"
"Sherpa",""
"Female","252"
"Male","227"
"","479"
"Tamang",""
"Female","257"
"Male","194"
"","451"
"Thulung",""
"Female","236"
"Male","212"
"","448"
