"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","971"
"Christianity","84"
"Hindu","12264"
"Islam","4"
"Jainism","0"
"Kirat","1827"
"Prakriti","0"
"Sikhism","0"
"Undefined","55"
"Total","15206"
