"Population by Mother tongue","Number"
"Achhami",""
"Female","45450"
"Male","37904"
"Bajureli",""
"Female","88"
"Male","26"
"Doteli",""
"Female","309"
"Male","75"
"Hindi",""
"Female","14"
"Male","45"
"Kham",""
"Female","11"
"Male","7"
"Magar",""
"Female","443"
"Male","469"
"Maithili",""
"Female","54"
"Male","127"
"Nepali",""
"Female","90608"
"Male","79561"
"Not Reported",""
"Female","20"
"Male","16"
"Others",""
"Female","350"
"Male","419"
"Rai",""
"Female","5"
"Male","6"
"Santhali",""
"Female","19"
"Male","12"
"Tamang",""
"Female","23"
"Male","25"
"Tharu",""
"Female","10"
"Male","70"
"Urdu",""
"Female","9"
"Male","13"
