"Population by Religion","Number"
"Bahai","0"
"Bon","1702"
"Buddism","7454"
"Christianity","737"
"Hindu","3361"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","10"
"Total","13264"
