"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","11"
"Male","7"
"","18"
"Danuwar",""
"Female","189"
"Male","196"
"","385"
"Magahi",""
"Female","82"
"Male","68"
"","150"
"Maithili",""
"Female","13403"
"Male","12509"
"","25912"
"Nepali",""
"Female","149"
"Male","126"
"","275"
"Newar",""
"Female","7"
"Male","9"
"","16"
"Not Reported",""
"Female","12"
"Male","8"
"","20"
"Others",""
"Female","14"
"Male","5"
"","19"
"Rai",""
"Female","8"
"Male","6"
"","14"
"Sunuwar",""
"Female","54"
"Male","34"
"","88"
"Tharu",""
"Female","207"
"Male","185"
"","392"
"Urdu",""
"Female","390"
"Male","375"
"","765"
