"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","21"
"Cow Dung","3949"
"Electricity Fuel","2"
"KeroseneFuel","36"
"LP Gas","15"
"Not Sated about Fuel","25"
"OthersFuel","54"
"Wood/FireWood","728"
"Total","4830"
