"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","528"
"Cow Dung","42"
"Electricity Fuel","1"
"KeroseneFuel","96"
"LP Gas","196"
"Not Sated about Fuel","78"
"OthersFuel","3"
"Wood/FireWood","12230"
"Total","13174"
