"Population by Caste Ethinicity","Number"
"Badi",""
"Female","203"
"Male","166"
"","369"
"Bangali",""
"Female","10"
"Male","12"
"","22"
"Brahman - Hill",""
"Female","4627"
"Male","4370"
"","8997"
"Chhetri",""
"Female","10627"
"Male","9844"
"","20471"
"Dalit Others",""
"Female","349"
"Male","322"
"","671"
"Damai/Dholi",""
"Female","664"
"Male","576"
"","1240"
"Gurung",""
"Female","98"
"Male","112"
"","210"
"Halwai",""
"Female","23"
"Male","20"
"","43"
"Kami",""
"Female","2552"
"Male","2328"
"","4880"
"Kathabaniyan",""
"Female","6"
"Male","8"
"","14"
"Koiri/Kushwaha",""
"Female","11"
"Male","13"
"","24"
"Kumal",""
"Female","16"
"Male","15"
"","31"
"Lohar",""
"Female","261"
"Male","198"
"","459"
"Magar",""
"Female","829"
"Male","799"
"","1628"
"Meche",""
"Female","22"
"Male","17"
"","39"
"Musalman",""
"Female","97"
"Male","105"
"","202"
"Newar",""
"Female","28"
"Male","22"
"","50"
"Others",""
"Female","63"
"Male","48"
"","111"
"Rai",""
"Female","6"
"Male","5"
"","11"
"Raji",""
"Female","16"
"Male","18"
"","34"
"Rajput",""
"Female","11"
"Male","11"
"","22"
"Sanyasi/Dasnami",""
"Female","242"
"Male","237"
"","479"
"Sarki",""
"Female","304"
"Male","260"
"","564"
"Tamang",""
"Female","49"
"Male","43"
"","92"
"Terai Others",""
"Female","18"
"Male","27"
"","45"
"Thakuri",""
"Female","1889"
"Male","1696"
"","3585"
"Tharu",""
"Female","15707"
"Male","15571"
"","31278"
"Yadav",""
"Female","6"
"Male","9"
"","15"
