"Population by Religion","Number"
"Bahai","4"
"Bon","1"
"Buddism","3262"
"Christianity","484"
"Hindu","28564"
"Islam","24"
"Jainism","0"
"Kirat","15321"
"Prakriti","10"
"Sikhism","0"
"Undefined","190"
"Total","47860"
