"Population by Single Year of Age","Number"
"0",""
"Female","2969"
"Male","3024"
"1",""
"Female","2702"
"Male","2940"
"10",""
"Female","4747"
"Male","4796"
"11",""
"Female","4260"
"Male","4160"
"12",""
"Female","4931"
"Male","5152"
"13",""
"Female","4879"
"Male","4551"
"14",""
"Female","4758"
"Male","4522"
"15",""
"Female","4732"
"Male","4410"
"16",""
"Female","4673"
"Male","3968"
"17",""
"Female","4300"
"Male","3474"
"18",""
"Female","4606"
"Male","3695"
"19",""
"Female","3206"
"Male","2236"
"2",""
"Female","2746"
"Male","2891"
"20",""
"Female","3784"
"Male","2471"
"21",""
"Female","3195"
"Male","2036"
"22",""
"Female","3599"
"Male","2260"
"23",""
"Female","2750"
"Male","1721"
"24",""
"Female","2911"
"Male","1929"
"25",""
"Female","3607"
"Male","2288"
"26",""
"Female","2758"
"Male","1885"
"27",""
"Female","2418"
"Male","1769"
"28",""
"Female","3014"
"Male","2226"
"29",""
"Female","1524"
"Male","1285"
"3",""
"Female","2906"
"Male","3042"
"30",""
"Female","4110"
"Male","2656"
"31",""
"Female","1446"
"Male","1067"
"32",""
"Female","2376"
"Male","1840"
"33",""
"Female","1573"
"Male","1220"
"34",""
"Female","1440"
"Male","1191"
"35",""
"Female","3784"
"Male","2712"
"36",""
"Female","2050"
"Male","1577"
"37",""
"Female","1333"
"Male","1078"
"38",""
"Female","1848"
"Male","1485"
"39",""
"Female","1202"
"Male","991"
"4",""
"Female","3358"
"Male","3504"
"40",""
"Female","4126"
"Male","2988"
"41",""
"Female","1188"
"Male","956"
"42",""
"Female","1772"
"Male","1692"
"43",""
"Female","1201"
"Male","1090"
"44",""
"Female","1114"
"Male","988"
"45",""
"Female","3097"
"Male","2529"
"46",""
"Female","1244"
"Male","1155"
"47",""
"Female","1038"
"Male","941"
"48",""
"Female","1684"
"Male","1551"
"49",""
"Female","1043"
"Male","1015"
"5",""
"Female","3729"
"Male","3792"
"50",""
"Female","3210"
"Male","3024"
"51",""
"Female","926"
"Male","951"
"52",""
"Female","1371"
"Male","1547"
"53",""
"Female","908"
"Male","1009"
"54",""
"Female","879"
"Male","901"
"55",""
"Female","2003"
"Male","1825"
"56",""
"Female","974"
"Male","1044"
"57",""
"Female","872"
"Male","945"
"58",""
"Female","1018"
"Male","1153"
"59",""
"Female","752"
"Male","771"
"6",""
"Female","3643"
"Male","3714"
"60",""
"Female","2583"
"Male","2337"
"61",""
"Female","706"
"Male","742"
"62",""
"Female","856"
"Male","896"
"63",""
"Female","646"
"Male","643"
"64",""
"Female","603"
"Male","632"
"65",""
"Female","1659"
"Male","1564"
"66",""
"Female","605"
"Male","687"
"67",""
"Female","779"
"Male","831"
"68",""
"Female","828"
"Male","1032"
"69",""
"Female","350"
"Male","463"
"7",""
"Female","4004"
"Male","3942"
"70",""
"Female","1548"
"Male","1396"
"71",""
"Female","351"
"Male","411"
"72",""
"Female","760"
"Male","716"
"73",""
"Female","422"
"Male","484"
"74",""
"Female","321"
"Male","361"
"75",""
"Female","989"
"Male","884"
"76",""
"Female","370"
"Male","350"
"77",""
"Female","410"
"Male","428"
"78",""
"Female","527"
"Male","617"
"79",""
"Female","220"
"Male","268"
"8",""
"Female","3914"
"Male","4143"
"80",""
"Female","705"
"Male","593"
"81",""
"Female","160"
"Male","226"
"82",""
"Female","217"
"Male","232"
"83",""
"Female","185"
"Male","198"
"84",""
"Female","229"
"Male","242"
"85",""
"Female","988"
"Male","974"
"9",""
"Female","4011"
"Male","3909"
