"Population by Caste Ethinicity","Number"
"Badi",""
"Female","93"
"Male","83"
"","176"
"Bahing",""
"Female","7"
"Male","6"
"","13"
"Bantaba",""
"Female","37"
"Male","32"
"","69"
"Brahman - Hill",""
"Female","7721"
"Male","7027"
"","14748"
"Chamling",""
"Female","1216"
"Male","1028"
"","2244"
"Chhetri",""
"Female","23466"
"Male","20522"
"","43988"
"Dalit Others",""
"Female","42"
"Male","39"
"","81"
"Damai/Dholi",""
"Female","3057"
"Male","2579"
"","5636"
"Dom",""
"Female","2"
"Male","10"
"","12"
"Gharti/Bhujel",""
"Female","1863"
"Male","1657"
"","3520"
"Gurung",""
"Female","1145"
"Male","918"
"","2063"
"Hajam/Thakur",""
"Female","12"
"Male","10"
"","22"
"Kami",""
"Female","5731"
"Male","4858"
"","10589"
"Kathabaniyan",""
"Female","12"
"Male","11"
"","23"
"Khawas",""
"Female","11"
"Male","8"
"","19"
"Koiri/Kushwaha",""
"Female","127"
"Male","137"
"","264"
"Limbu",""
"Female","48"
"Male","41"
"","89"
"Magar",""
"Female","5435"
"Male","4814"
"","10249"
"Majhi",""
"Female","506"
"Male","468"
"","974"
"Musalman",""
"Female","11"
"Male","25"
"","36"
"Nachhiring",""
"Female","990"
"Male","939"
"","1929"
"Newar",""
"Female","5894"
"Male","5208"
"","11102"
"Others",""
"Female","260"
"Male","251"
"","511"
"Pattharkatta/ Kushwadiya",""
"Female","21"
"Male","22"
"","43"
"Rai",""
"Female","39967"
"Male","35475"
"","75442"
"Samgpang",""
"Female","82"
"Male","49"
"","131"
"Sanyasi/Dasnami",""
"Female","1892"
"Male","1555"
"","3447"
"Sarki",""
"Female","3069"
"Male","2635"
"","5704"
"Sherpa",""
"Female","793"
"Male","660"
"","1453"
"Sunuwar",""
"Female","285"
"Male","250"
"","535"
"Tamang",""
"Female","4976"
"Male","4302"
"","9278"
"Teli",""
"Female","17"
"Male","45"
"","62"
"Terai Others",""
"Female","7"
"Male","8"
"","15"
"Thakuri",""
"Female","26"
"Male","23"
"","49"
"Thami",""
"Female","29"
"Male","31"
"","60"
"Tharu",""
"Female","36"
"Male","57"
"","93"
"Thulung",""
"Female","135"
"Male","136"
"","271"
"Undefined Others",""
"Female","69"
"Male","62"
"","131"
"Yadav",""
"Female","50"
"Male","83"
"","133"
"Yakkha",""
"Female","16"
"Male","5"
"","21"
