"Population by Mother tongue","Number"
"Angika",""
"Female","1153"
"Male","1220"
"Avadhi",""
"Female","84"
"Male","84"
"Bahing",""
"Female","18"
"Male","10"
"Bangla",""
"Female","145"
"Male","136"
"Bantawa",""
"Female","94"
"Male","87"
"Bhojpuri",""
"Female","45"
"Male","45"
"Chamling",""
"Female","19"
"Male","16"
"Dungmali",""
"Female","14"
"Male","12"
"Ganagai",""
"Female","549"
"Male","541"
"Ghale",""
"Female","33"
"Male","28"
"Gurung",""
"Female","53"
"Male","39"
"Hindi",""
"Female","7"
"Male","11"
"Khaling",""
"Female","20"
"Male","19"
"Limbu",""
"Female","185"
"Male","130"
"Magar",""
"Female","48"
"Male","34"
"Maithili",""
"Female","11041"
"Male","11128"
"Majhi",""
"Female","27"
"Male","29"
"Nepali",""
"Female","3362"
"Male","2798"
"Newar",""
"Female","255"
"Male","223"
"Not Reported",""
"Female","116"
"Male","117"
"Others",""
"Female","105"
"Male","87"
"Rai",""
"Female","183"
"Male","136"
"Rajbanshi",""
"Female","3084"
"Male","2846"
"Santhali",""
"Female","815"
"Male","790"
"Sunuwar",""
"Female","19"
"Male","19"
"Tajpuriya",""
"Female","284"
"Male","237"
"Tamang",""
"Female","254"
"Male","234"
"Tharu",""
"Female","30"
"Male","21"
"Urdu",""
"Female","3737"
"Male","3860"
"Yakkha",""
"Female","22"
"Male","20"
