"Population by Mother tongue","Number"
"Bajjika",""
"Female","4668"
"Male","4828"
"","9496"
"Bangla",""
"Female","9"
"Male","9"
"","18"
"Bhojpuri",""
"Female","858"
"Male","859"
"","1717"
"Doteli",""
"Female","6"
"Male","6"
"","12"
"Gurung",""
"Female","12"
"Male","9"
"","21"
"Hindi",""
"Female","33"
"Male","40"
"","73"
"Magar",""
"Female","204"
"Male","202"
"","406"
"Maithili",""
"Female","1063"
"Male","1087"
"","2150"
"Majhi",""
"Female","14"
"Male","9"
"","23"
"Nepali",""
"Female","2086"
"Male","2117"
"","4203"
"Newar",""
"Female","91"
"Male","96"
"","187"
"Not Reported",""
"Female","126"
"Male","128"
"","254"
"Others",""
"Female","16"
"Male","16"
"","32"
"Rai",""
"Female","140"
"Male","132"
"","272"
"Sunuwar",""
"Female","83"
"Male","60"
"","143"
"Tamang",""
"Female","1147"
"Male","1184"
"","2331"
"Tharu",""
"Female","5272"
"Male","5293"
"","10565"
"Urdu",""
"Female","7384"
"Male","7305"
"","14689"
