"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","33"
"Cow Dung","53"
"Electricity Fuel","2"
"KeroseneFuel","71"
"LP Gas","10"
"Not Sated about Fuel","188"
"OthersFuel","1"
"Wood/FireWood","7033"
"Total","7391"
