"Population by Five Years Age Group","Number"
"0-4",""
"Female","219001"
"Male","231661"
"10-14",""
"Female","306027"
"Male","313245"
"15-19",""
"Female","272574"
"Male","244877"
"20-24",""
"Female","230495"
"Male","163995"
"25-29",""
"Female","200177"
"Male","144680"
"30-34",""
"Female","162519"
"Male","118462"
"35-39",""
"Female","144119"
"Male","115297"
"40-44",""
"Female","121818"
"Male","101850"
"45-49",""
"Female","98845"
"Male","91244"
"50-54",""
"Female","82803"
"Male","80372"
"55-59",""
"Female","69174"
"Male","67481"
"5-9",""
"Female","275547"
"Male","287690"
"60-64",""
"Female","65719"
"Male","62188"
"65-69",""
"Female","45844"
"Male","48274"
"70-74",""
"Female","31257"
"Male","34115"
"75+",""
"Female","33037"
"Male","34885"
