"Population by Caste Ethinicity","Number"
"Badi",""
"Female","68"
"Male","75"
"","143"
"Bhote",""
"Female","15"
"Male","8"
"","23"
"Brahman - Hill",""
"Female","26611"
"Male","23523"
"","50134"
"Brahman - Tarai",""
"Female","9"
"Male","10"
"","19"
"Brahmu/ Baramo",""
"Female","167"
"Male","136"
"","303"
"Chepang /Praja",""
"Female","7180"
"Male","7296"
"","14476"
"Chhetri",""
"Female","26145"
"Male","22641"
"","48786"
"Dalit Others",""
"Female","67"
"Male","67"
"","134"
"Damai/Dholi",""
"Female","4551"
"Male","3963"
"","8514"
"Danuwar",""
"Female","500"
"Male","458"
"","958"
"Darai",""
"Female","439"
"Male","368"
"","807"
"Gaine",""
"Female","14"
"Male","14"
"","28"
"Ghale",""
"Female","3768"
"Male","2975"
"","6743"
"Gharti/Bhujel",""
"Female","1741"
"Male","1631"
"","3372"
"Gurung",""
"Female","10329"
"Male","8246"
"","18575"
"Hajam/Thakur",""
"Female","36"
"Male","54"
"","90"
"Halwai",""
"Female","7"
"Male","16"
"","23"
"Jirel",""
"Female","8"
"Male","12"
"","20"
"Kalwar",""
"Female","49"
"Male","59"
"","108"
"Kamar",""
"Female","185"
"Male","186"
"","371"
"Kami",""
"Female","7584"
"Male","6432"
"","14016"
"Kanu",""
"Female","6"
"Male","11"
"","17"
"Kathabaniyan",""
"Female","9"
"Male","9"
"","18"
"Kumal",""
"Female","2466"
"Male","2118"
"","4584"
"Limbu",""
"Female","33"
"Male","32"
"","65"
"Magar",""
"Female","15492"
"Male","12982"
"","28474"
"Majhi",""
"Female","252"
"Male","278"
"","530"
"Musalman",""
"Female","426"
"Male","585"
"","1011"
"Newar",""
"Female","16854"
"Male","14627"
"","31481"
"Nuniya",""
"Female","6"
"Male","10"
"","16"
"Others",""
"Female","364"
"Male","438"
"","802"
"Rai",""
"Female","1137"
"Male","1047"
"","2184"
"Rajput",""
"Female","5"
"Male","6"
"","11"
"Sanyasi/Dasnami",""
"Female","1784"
"Male","1613"
"","3397"
"Sarki",""
"Female","8899"
"Male","7311"
"","16210"
"Sherpa",""
"Female","18"
"Male","28"
"","46"
"Sonar",""
"Female","6"
"Male","7"
"","13"
"Sunuwar",""
"Female","8"
"Male","7"
"","15"
"Tamang",""
"Female","39068"
"Male","35063"
"","74131"
"Teli",""
"Female","51"
"Male","69"
"","120"
"Terai Others",""
"Female","33"
"Male","33"
"","66"
"Thakali",""
"Female","37"
"Male","29"
"","66"
"Thakuri",""
"Female","1656"
"Male","1433"
"","3089"
"Tharu",""
"Female","72"
"Male","120"
"","192"
"Undefined Others",""
"Female","29"
"Male","33"
"","62"
"Yadav",""
"Female","8"
"Male","41"
"","49"
