"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2940"
"Cow Dung","8"
"Electricity Fuel","52"
"KeroseneFuel","618"
"LP Gas","7517"
"Not Sated about Fuel","264"
"OthersFuel","76"
"Wood/FireWood","62367"
"Total","73842"
