"Population by Caste Ethinicity","Number"
"Badi",""
"Female","7"
"Male","6"
"","13"
"Brahman - Hill",""
"Female","475"
"Male","396"
"","871"
"Chhetri",""
"Female","2501"
"Male","1984"
"","4485"
"Damai/Dholi",""
"Female","247"
"Male","209"
"","456"
"Gharti/Bhujel",""
"Female","190"
"Male","166"
"","356"
"Gurung",""
"Female","12"
"Male","16"
"","28"
"Kahar",""
"Female","13"
"Male","10"
"","23"
"Kami",""
"Female","1012"
"Male","720"
"","1732"
"Kumal",""
"Female","41"
"Male","48"
"","89"
"Magar",""
"Female","3439"
"Male","2633"
"","6072"
"Newar",""
"Female","12"
"Male","11"
"","23"
"Others",""
"Female","12"
"Male","12"
"","24"
"Rai",""
"Female","9"
"Male","5"
"","14"
"Sanyasi/Dasnami",""
"Female","164"
"Male","112"
"","276"
"Sarki",""
"Female","205"
"Male","130"
"","335"
"Terai Others",""
"Female","4"
"Male","7"
"","11"
"Thakuri",""
"Female","113"
"Male","87"
"","200"
"Tharu",""
"Female","25"
"Male","25"
"","50"
