"Population by Five Years Age Group","Number"
"0-4",""
"Female","11652"
"Male","12337"
"10-14",""
"Female","17746"
"Male","18073"
"15-19",""
"Female","17458"
"Male","14238"
"20-24",""
"Female","14429"
"Male","7755"
"25-29",""
"Female","11665"
"Male","6033"
"30-34",""
"Female","9237"
"Male","4941"
"35-39",""
"Female","8779"
"Male","5087"
"40-44",""
"Female","7873"
"Male","5193"
"45-49",""
"Female","6778"
"Male","5017"
"50-54",""
"Female","6025"
"Male","5128"
"55-59",""
"Female","5113"
"Male","4540"
"5-9",""
"Female","14846"
"Male","15314"
"60-64",""
"Female","4824"
"Male","3819"
"65-69",""
"Female","3400"
"Male","3099"
"70-74",""
"Female","2420"
"Male","2261"
"75+",""
"Female","3095"
"Male","3005"
