"Population by Single Year of Age","Number"
"0",""
"Female","2064"
"Male","2356"
"1",""
"Female","2166"
"Male","2327"
"10",""
"Female","3526"
"Male","3667"
"11",""
"Female","3206"
"Male","3304"
"12",""
"Female","3776"
"Male","3935"
"13",""
"Female","3578"
"Male","3544"
"14",""
"Female","3660"
"Male","3623"
"15",""
"Female","3545"
"Male","3432"
"16",""
"Female","3550"
"Male","3050"
"17",""
"Female","3718"
"Male","3025"
"18",""
"Female","3731"
"Male","2738"
"19",""
"Female","2914"
"Male","1993"
"2",""
"Female","2403"
"Male","2453"
"20",""
"Female","3481"
"Male","1993"
"21",""
"Female","2638"
"Male","1555"
"22",""
"Female","3272"
"Male","1662"
"23",""
"Female","2526"
"Male","1282"
"24",""
"Female","2512"
"Male","1263"
"25",""
"Female","2992"
"Male","1461"
"26",""
"Female","2194"
"Male","1227"
"27",""
"Female","2346"
"Male","1184"
"28",""
"Female","2491"
"Male","1256"
"29",""
"Female","1642"
"Male","905"
"3",""
"Female","2330"
"Male","2486"
"30",""
"Female","2786"
"Male","1307"
"31",""
"Female","1403"
"Male","813"
"32",""
"Female","2009"
"Male","1096"
"33",""
"Female","1552"
"Male","877"
"34",""
"Female","1487"
"Male","848"
"35",""
"Female","2651"
"Male","1339"
"36",""
"Female","1678"
"Male","914"
"37",""
"Female","1451"
"Male","905"
"38",""
"Female","1629"
"Male","1030"
"39",""
"Female","1370"
"Male","899"
"4",""
"Female","2689"
"Male","2715"
"40",""
"Female","2677"
"Male","1560"
"41",""
"Female","1134"
"Male","795"
"42",""
"Female","1636"
"Male","1121"
"43",""
"Female","1316"
"Male","928"
"44",""
"Female","1110"
"Male","789"
"45",""
"Female","1915"
"Male","1299"
"46",""
"Female","1132"
"Male","869"
"47",""
"Female","1221"
"Male","897"
"48",""
"Female","1417"
"Male","1071"
"49",""
"Female","1093"
"Male","881"
"5",""
"Female","2847"
"Male","2858"
"50",""
"Female","2083"
"Male","1505"
"51",""
"Female","948"
"Male","865"
"52",""
"Female","1228"
"Male","1128"
"53",""
"Female","882"
"Male","838"
"54",""
"Female","884"
"Male","792"
"55",""
"Female","1376"
"Male","1187"
"56",""
"Female","964"
"Male","854"
"57",""
"Female","982"
"Male","867"
"58",""
"Female","990"
"Male","877"
"59",""
"Female","801"
"Male","755"
"6",""
"Female","2632"
"Male","2880"
"60",""
"Female","1659"
"Male","1211"
"61",""
"Female","876"
"Male","747"
"62",""
"Female","889"
"Male","696"
"63",""
"Female","746"
"Male","600"
"64",""
"Female","654"
"Male","565"
"65",""
"Female","1090"
"Male","767"
"66",""
"Female","534"
"Male","468"
"67",""
"Female","787"
"Male","733"
"68",""
"Female","678"
"Male","736"
"69",""
"Female","311"
"Male","395"
"7",""
"Female","3197"
"Male","3247"
"70",""
"Female","919"
"Male","660"
"71",""
"Female","363"
"Male","398"
"72",""
"Female","508"
"Male","535"
"73",""
"Female","359"
"Male","373"
"74",""
"Female","271"
"Male","295"
"75",""
"Female","533"
"Male","410"
"76",""
"Female","243"
"Male","299"
"77",""
"Female","276"
"Male","308"
"78",""
"Female","354"
"Male","392"
"79",""
"Female","162"
"Male","190"
"8",""
"Female","3145"
"Male","3209"
"80",""
"Female","367"
"Male","252"
"81",""
"Female","144"
"Male","160"
"82",""
"Female","173"
"Male","159"
"83",""
"Female","138"
"Male","168"
"84",""
"Female","157"
"Male","148"
"85",""
"Female","548"
"Male","519"
"9",""
"Female","3025"
"Male","3120"
