"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","7"
"Electricity Fuel","1"
"KeroseneFuel","4"
"LP Gas","0"
"Not Sated about Fuel","15"
"OthersFuel","1"
"Wood/FireWood","3806"
"Total","3835"
