"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","703"
"Christianity","32"
"Hindu","29341"
"Islam","1192"
"Jainism","0"
"Kirat","11"
"Prakriti","12"
"Sikhism","0"
"Undefined","66"
"Total","31357"
