"Population by Single Year of Age","Number"
"0",""
"Female","446"
"Male","428"
"1",""
"Female","466"
"Male","449"
"10",""
"Female","681"
"Male","683"
"11",""
"Female","580"
"Male","567"
"12",""
"Female","687"
"Male","689"
"13",""
"Female","628"
"Male","615"
"14",""
"Female","672"
"Male","641"
"15",""
"Female","699"
"Male","617"
"16",""
"Female","689"
"Male","584"
"17",""
"Female","674"
"Male","645"
"18",""
"Female","719"
"Male","564"
"19",""
"Female","463"
"Male","362"
"2",""
"Female","456"
"Male","398"
"20",""
"Female","495"
"Male","367"
"21",""
"Female","444"
"Male","294"
"22",""
"Female","597"
"Male","375"
"23",""
"Female","455"
"Male","319"
"24",""
"Female","408"
"Male","312"
"25",""
"Female","515"
"Male","361"
"26",""
"Female","378"
"Male","323"
"27",""
"Female","388"
"Male","355"
"28",""
"Female","330"
"Male","322"
"29",""
"Female","216"
"Male","242"
"3",""
"Female","403"
"Male","392"
"30",""
"Female","463"
"Male","315"
"31",""
"Female","168"
"Male","153"
"32",""
"Female","314"
"Male","240"
"33",""
"Female","211"
"Male","168"
"34",""
"Female","205"
"Male","166"
"35",""
"Female","457"
"Male","292"
"36",""
"Female","247"
"Male","182"
"37",""
"Female","201"
"Male","155"
"38",""
"Female","232"
"Male","203"
"39",""
"Female","179"
"Male","156"
"4",""
"Female","524"
"Male","522"
"40",""
"Female","501"
"Male","287"
"41",""
"Female","209"
"Male","172"
"42",""
"Female","260"
"Male","222"
"43",""
"Female","199"
"Male","149"
"44",""
"Female","171"
"Male","147"
"45",""
"Female","371"
"Male","261"
"46",""
"Female","225"
"Male","162"
"47",""
"Female","176"
"Male","160"
"48",""
"Female","233"
"Male","206"
"49",""
"Female","180"
"Male","179"
"5",""
"Female","577"
"Male","583"
"50",""
"Female","343"
"Male","270"
"51",""
"Female","143"
"Male","174"
"52",""
"Female","215"
"Male","189"
"53",""
"Female","159"
"Male","145"
"54",""
"Female","130"
"Male","157"
"55",""
"Female","234"
"Male","223"
"56",""
"Female","156"
"Male","175"
"57",""
"Female","169"
"Male","128"
"58",""
"Female","170"
"Male","155"
"59",""
"Female","135"
"Male","116"
"6",""
"Female","547"
"Male","545"
"60",""
"Female","294"
"Male","236"
"61",""
"Female","131"
"Male","133"
"62",""
"Female","122"
"Male","156"
"63",""
"Female","111"
"Male","117"
"64",""
"Female","117"
"Male","91"
"65",""
"Female","166"
"Male","145"
"66",""
"Female","101"
"Male","99"
"67",""
"Female","155"
"Male","120"
"68",""
"Female","122"
"Male","120"
"69",""
"Female","54"
"Male","97"
"7",""
"Female","632"
"Male","566"
"70",""
"Female","156"
"Male","183"
"71",""
"Female","66"
"Male","90"
"72",""
"Female","77"
"Male","104"
"73",""
"Female","65"
"Male","98"
"74",""
"Female","44"
"Male","56"
"75",""
"Female","83"
"Male","104"
"76",""
"Female","49"
"Male","77"
"77",""
"Female","70"
"Male","70"
"78",""
"Female","59"
"Male","71"
"79",""
"Female","38"
"Male","38"
"8",""
"Female","587"
"Male","591"
"80",""
"Female","52"
"Male","66"
"81",""
"Female","32"
"Male","28"
"82",""
"Female","25"
"Male","40"
"83",""
"Female","21"
"Male","24"
"84",""
"Female","32"
"Male","36"
"85",""
"Female","110"
"Male","125"
"9",""
"Female","594"
"Male","560"
