"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","0"
"LP Gas","0"
"Not Sated about Fuel","3"
"OthersFuel","0"
"Wood/FireWood","355"
"Total","363"
