"Population by Caste Ethinicity","Number"
"Bhote",""
"Female","18"
"Male","13"
"","31"
"Brahman - Hill",""
"Female","597"
"Male","472"
"","1069"
"Chhetri",""
"Female","6068"
"Male","4512"
"","10580"
"Dalit Others",""
"Female","2371"
"Male","1813"
"","4184"
"Damai/Dholi",""
"Female","365"
"Male","315"
"","680"
"Kami",""
"Female","115"
"Male","106"
"","221"
"Lohar",""
"Female","51"
"Male","44"
"","95"
"Newar",""
"Female","21"
"Male","12"
"","33"
"Others",""
"Female","16"
"Male","30"
"","46"
"Sarki",""
"Female","13"
"Male","8"
"","21"
"Tamang",""
"Female","5"
"Male","7"
"","12"
"Terai Others",""
"Female","10"
"Male","7"
"","17"
"Thakuri",""
"Female","213"
"Male","157"
"","370"
