"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","571"
"Male","552"
"Chamling",""
"Female","302"
"Male","295"
"Chhetri",""
"Female","1677"
"Male","1488"
"Damai/Dholi",""
"Female","226"
"Male","187"
"Gharti/Bhujel",""
"Female","108"
"Male","89"
"Gurung",""
"Female","197"
"Male","172"
"Kami",""
"Female","251"
"Male","209"
"Magar",""
"Female","76"
"Male","60"
"Newar",""
"Female","54"
"Male","58"
"Others",""
"Female","22"
"Male","12"
"Rai",""
"Female","2237"
"Male","1987"
"Sarki",""
"Female","53"
"Male","39"
"Sherpa",""
"Female","50"
"Male","47"
"Tamang",""
"Female","307"
"Male","268"
