"Population by Mother tongue","Number"
"Bantawa",""
"Female","17"
"Male","12"
"Chamling",""
"Female","2073"
"Male","1884"
"Gurung",""
"Female","46"
"Male","48"
"Magar",""
"Female","55"
"Male","37"
"Maithili",""
"Female","8"
"Male","10"
"Nepali",""
"Female","3510"
"Male","3102"
"Newar",""
"Female","28"
"Male","37"
"Not Reported",""
"Female","12"
"Male","6"
"Others",""
"Female","22"
"Male","20"
"Rai",""
"Female","33"
"Male","27"
"Sampang",""
"Female","14"
"Male","8"
"Sherpa",""
"Female","47"
"Male","47"
"Tamang",""
"Female","266"
"Male","225"
