"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","24"
"Cow Dung","3121"
"Electricity Fuel","0"
"KeroseneFuel","98"
"LP Gas","1175"
"Not Sated about Fuel","116"
"OthersFuel","102"
"Wood/FireWood","5398"
"Total","10034"
