"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","30"
"Male","17"
"","47"
"Hindi",""
"Female","131"
"Male","115"
"","246"
"Magahi",""
"Female","113"
"Male","139"
"","252"
"Maithili",""
"Female","25900"
"Male","25860"
"","51760"
"Nepali",""
"Female","343"
"Male","342"
"","685"
"Newar",""
"Female","45"
"Male","44"
"","89"
"Not Reported",""
"Female","113"
"Male","129"
"","242"
"Others",""
"Female","33"
"Male","19"
"","52"
"Rajsthani",""
"Female","5"
"Male","7"
"","12"
"Tharu",""
"Female","9"
"Male","6"
"","15"
"Urdu",""
"Female","2122"
"Male","2010"
"","4132"
"Yakkha",""
"Female","9"
"Male","8"
"","17"
