"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","5070"
"Christianity","646"
"Hindu","25128"
"Islam","139"
"Jainism","0"
"Kirat","0"
"Prakriti","18"
"Sikhism","0"
"Undefined","27"
"Total","31029"
