"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","43"
"Cow Dung","0"
"Electricity Fuel","1"
"KeroseneFuel","60"
"LP Gas","592"
"Not Sated about Fuel","15"
"OthersFuel","0"
"Wood/FireWood","6048"
"Total","6759"
