"Population by Mother tongue","Number"
"Magar",""
"Female","11"
"Male","12"
"","23"
"Maithili",""
"Female","14"
"Male","20"
"","34"
"Majhi",""
"Female","7"
"Male","7"
"","14"
"Nepali",""
"Female","7367"
"Male","6453"
"","13820"
"Newar",""
"Female","121"
"Male","114"
"","235"
"Not Reported",""
"Female","7"
"Male","8"
"","15"
"Others",""
"Female","8"
"Male","8"
"","16"
"Sherpa",""
"Female","59"
"Male","57"
"","116"
"Tamang",""
"Female","459"
"Male","425"
"","884"
"Thami",""
"Female","3955"
"Male","3842"
"","7797"
