"Population by Single Year of Age","Number"
"0",""
"Female","390"
"Male","399"
"1",""
"Female","351"
"Male","383"
"10",""
"Female","811"
"Male","850"
"11",""
"Female","670"
"Male","653"
"12",""
"Female","848"
"Male","967"
"13",""
"Female","802"
"Male","757"
"14",""
"Female","841"
"Male","760"
"15",""
"Female","764"
"Male","718"
"16",""
"Female","863"
"Male","757"
"17",""
"Female","710"
"Male","530"
"18",""
"Female","901"
"Male","701"
"19",""
"Female","507"
"Male","402"
"2",""
"Female","452"
"Male","487"
"20",""
"Female","854"
"Male","541"
"21",""
"Female","482"
"Male","291"
"22",""
"Female","684"
"Male","478"
"23",""
"Female","468"
"Male","297"
"24",""
"Female","493"
"Male","372"
"25",""
"Female","681"
"Male","525"
"26",""
"Female","491"
"Male","353"
"27",""
"Female","428"
"Male","315"
"28",""
"Female","594"
"Male","474"
"29",""
"Female","238"
"Male","226"
"3",""
"Female","517"
"Male","483"
"30",""
"Female","748"
"Male","641"
"31",""
"Female","198"
"Male","172"
"32",""
"Female","444"
"Male","382"
"33",""
"Female","292"
"Male","191"
"34",""
"Female","284"
"Male","219"
"35",""
"Female","669"
"Male","648"
"36",""
"Female","256"
"Male","212"
"37",""
"Female","188"
"Male","173"
"38",""
"Female","403"
"Male","295"
"39",""
"Female","196"
"Male","170"
"4",""
"Female","525"
"Male","528"
"40",""
"Female","648"
"Male","581"
"41",""
"Female","166"
"Male","158"
"42",""
"Female","283"
"Male","298"
"43",""
"Female","204"
"Male","149"
"44",""
"Female","167"
"Male","137"
"45",""
"Female","466"
"Male","556"
"46",""
"Female","166"
"Male","157"
"47",""
"Female","101"
"Male","96"
"48",""
"Female","246"
"Male","216"
"49",""
"Female","106"
"Male","101"
"5",""
"Female","590"
"Male","645"
"50",""
"Female","396"
"Male","362"
"51",""
"Female","98"
"Male","90"
"52",""
"Female","157"
"Male","172"
"53",""
"Female","104"
"Male","74"
"54",""
"Female","109"
"Male","87"
"55",""
"Female","283"
"Male","333"
"56",""
"Female","107"
"Male","131"
"57",""
"Female","77"
"Male","83"
"58",""
"Female","185"
"Male","145"
"59",""
"Female","84"
"Male","77"
"6",""
"Female","573"
"Male","646"
"60",""
"Female","410"
"Male","389"
"61",""
"Female","86"
"Male","111"
"62",""
"Female","119"
"Male","96"
"63",""
"Female","73"
"Male","63"
"64",""
"Female","75"
"Male","47"
"65",""
"Female","223"
"Male","241"
"66",""
"Female","62"
"Male","62"
"67",""
"Female","46"
"Male","37"
"68",""
"Female","79"
"Male","94"
"69",""
"Female","30"
"Male","41"
"7",""
"Female","645"
"Male","618"
"70",""
"Female","170"
"Male","150"
"71",""
"Female","38"
"Male","46"
"72",""
"Female","47"
"Male","57"
"73",""
"Female","21"
"Male","32"
"74",""
"Female","15"
"Male","24"
"75",""
"Female","107"
"Male","98"
"76",""
"Female","24"
"Male","29"
"77",""
"Female","14"
"Male","10"
"78",""
"Female","13"
"Male","32"
"79",""
"Female","8"
"Male","11"
"8",""
"Female","701"
"Male","785"
"80",""
"Female","37"
"Male","66"
"81",""
"Female","10"
"Male","18"
"82",""
"Female","22"
"Male","12"
"83",""
"Female","4"
"Male","4"
"84",""
"Female","10"
"Male","12"
"85",""
"Female","68"
"Male","75"
"9",""
"Female","592"
"Male","597"
