"Population by Five Years Age Group","Number"
"0-4",""
"Female","10207"
"Male","10397"
"10-14",""
"Female","14628"
"Male","14843"
"15-19",""
"Female","13563"
"Male","12294"
"20-24",""
"Female","9311"
"Male","6226"
"25-29",""
"Female","7196"
"Male","4963"
"30-34",""
"Female","5649"
"Male","3973"
"35-39",""
"Female","5588"
"Male","3900"
"40-44",""
"Female","5868"
"Male","4535"
"45-49",""
"Female","5146"
"Male","4415"
"50-54",""
"Female","4527"
"Male","4357"
"55-59",""
"Female","3642"
"Male","3528"
"5-9",""
"Female","13697"
"Male","13251"
"60-64",""
"Female","3376"
"Male","3215"
"65-69",""
"Female","2502"
"Male","2495"
"70-74",""
"Female","1792"
"Male","2102"
"75+",""
"Female","2528"
"Male","2598"
