"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","315"
"Male","317"
"","632"
"Chhetri",""
"Female","1746"
"Male","1611"
"","3357"
"Damai/Dholi",""
"Female","121"
"Male","102"
"","223"
"Gharti/Bhujel",""
"Female","24"
"Male","26"
"","50"
"Gurung",""
"Female","284"
"Male","216"
"","500"
"Jirel",""
"Female","85"
"Male","91"
"","176"
"Kami",""
"Female","269"
"Male","239"
"","508"
"Magar",""
"Female","48"
"Male","38"
"","86"
"Newar",""
"Female","1842"
"Male","1541"
"","3383"
"Others",""
"Female","27"
"Male","20"
"","47"
"Pahari",""
"Female","151"
"Male","126"
"","277"
"Sarki",""
"Female","37"
"Male","33"
"","70"
"Sherpa",""
"Female","43"
"Male","35"
"","78"
"Tamang",""
"Female","185"
"Male","169"
"","354"
"Thami",""
"Female","1805"
"Male","1651"
"","3456"
