"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","7068"
"Christianity","125"
"Hindu","5663"
"Islam","4"
"Jainism","1"
"Kirat","1"
"Prakriti","1"
"Sikhism","0"
"Undefined","7"
"Total","12870"
