"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","15"
"Cow Dung","0"
"Electricity Fuel","1"
"KeroseneFuel","64"
"LP Gas","115"
"Not Sated about Fuel","9"
"OthersFuel","3"
"Wood/FireWood","2914"
"Total","3121"
