"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","377"
"Christianity","205"
"Hindu","38793"
"Islam","56"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","29"
"Total","39460"
