"Number of households by type of outer wall","Number"
"BambooWall","2991"
"Cement Bonded Bricks/Stone Wall","731"
"Mud Bonded Bricks/Stone Wall","1193"
"Not stated","168"
"Others","105"
"Unbaked Bricks","10"
"Wood/Planks","182"
"Total","5380"
