"Population by Mother tongue","Number"
"Bantawa",""
"Female","1811"
"Male","1876"
"Bhujel",""
"Female","26"
"Male","24"
"Chamling",""
"Female","56"
"Male","53"
"Dumi",""
"Female","8"
"Male","8"
"Khaling",""
"Female","21"
"Male","16"
"Koyee",""
"Female","11"
"Male","11"
"Limbu",""
"Female","3538"
"Male","3421"
"Magar",""
"Female","172"
"Male","177"
"Maithili",""
"Female","6"
"Male","9"
"Nepali",""
"Female","1759"
"Male","1578"
"Newar",""
"Female","149"
"Male","121"
"Not Reported",""
"Female","57"
"Male","64"
"Others",""
"Female","576"
"Male","570"
"Rai",""
"Female","1061"
"Male","938"
"Sampang",""
"Female","9"
"Male","7"
"Sunuwar",""
"Female","97"
"Male","85"
"Tamang",""
"Female","52"
"Male","51"
"Thulung",""
"Female","26"
"Male","21"
"Yakkha",""
"Female","19"
"Male","19"
