"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","18"
"Cow Dung","2113"
"Electricity Fuel","0"
"KeroseneFuel","160"
"LP Gas","65"
"Not Sated about Fuel","67"
"OthersFuel","62"
"Wood/FireWood","2250"
"Total","4735"
