"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","1820"
"Electricity Fuel","0"
"KeroseneFuel","67"
"LP Gas","34"
"Not Sated about Fuel","57"
"OthersFuel","13"
"Wood/FireWood","1991"
"Total","3983"
