"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","572"
"Cow Dung","1101"
"Electricity","3"
"Kerosene","72"
"LP Gas","2546"
"Not stated","84"
"Others","51"
"Wood/Firewood","6981"
"Total","11410"
