"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","5235"
"Male","5174"
"Bhujel",""
"Female","44"
"Male","36"
"Doteli",""
"Female","7"
"Male","8"
"Gurung",""
"Female","1072"
"Male","872"
"Hindi",""
"Female","8"
"Male","23"
"Magar",""
"Female","3274"
"Male","2712"
"Maithili",""
"Female","515"
"Male","492"
"Nepali",""
"Female","16604"
"Male","13773"
"Newar",""
"Female","243"
"Male","241"
"Not Reported",""
"Female","38"
"Male","38"
"Others",""
"Female","28"
"Male","14"
"Sign Language",""
"Female","4"
"Male","8"
"Sunuwar",""
"Female","3"
"Male","8"
"Tamang",""
"Female","123"
"Male","125"
"Tharu",""
"Female","1450"
"Male","1282"
"Urdu",""
"Female","34"
"Male","35"
