"Population by Religion","Number"
"Bahai","0"
"Bon","373"
"Buddism","2765"
"Christianity","441"
"Hindu","53112"
"Islam","7679"
"Jainism","26"
"Kirat","3"
"Prakriti","18"
"Sikhism","6"
"Undefined","143"
"Total","64566"
