"Population by Mother tongue","Number"
"Bangla",""
"Female","17"
"Male","46"
"Bhojpuri",""
"Female","124"
"Male","242"
"Danuwar",""
"Female","7"
"Male","4"
"Doteli",""
"Female","4"
"Male","10"
"Gurung",""
"Female","56"
"Male","53"
"Hindi",""
"Female","83"
"Male","167"
"Kham",""
"Female","6"
"Male","5"
"Limbu",""
"Female","67"
"Male","49"
"Magar",""
"Female","173"
"Male","163"
"Maithili",""
"Female","279"
"Male","441"
"Majhi",""
"Female","9"
"Male","10"
"Nepali",""
"Female","5229"
"Male","5575"
"Newar",""
"Female","31787"
"Male","31346"
"Not Reported",""
"Female","7"
"Male","6"
"Others",""
"Female","37"
"Male","52"
"Rai",""
"Female","103"
"Male","73"
"Sherpa",""
"Female","16"
"Male","8"
"Sunuwar",""
"Female","14"
"Male","8"
"Tamang",""
"Female","2571"
"Male","2706"
"Thami",""
"Female","7"
"Male","9"
"Tharu",""
"Female","41"
"Male","72"
"Urdu",""
"Female","30"
"Male","36"
