"Number of households by type of outer wall","Number"
"BambooWall","4388"
"Cement Bonded Bricks/Stone Wall","502"
"Mud Bonded Bricks/Stone Wall","51"
"Not Stated about Wall","62"
"Other Type Wall","133"
"Unbaked Bricks","5"
"Wood/Planks","188"
"Total","5329"
