"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","6"
"Cow Dung","541"
"Electricity Fuel","1"
"KeroseneFuel","47"
"LP Gas","18"
"Not Sated about Fuel","48"
"OthersFuel","20"
"Wood/FireWood","4648"
"Total","5329"
