"Population by Mother tongue","Number"
"Bajjika",""
"Female","12383"
"Male","13688"
"Bhojpuri",""
"Female","7"
"Male","16"
"Darai",""
"Female","63"
"Male","73"
"Hindi",""
"Female","12"
"Male","20"
"Maithili",""
"Female","1040"
"Male","1179"
"Nepali",""
"Female","203"
"Male","185"
"Newar",""
"Female","11"
"Male","14"
"Not Reported",""
"Female","28"
"Male","29"
"Others",""
"Female","10"
"Male","5"
"Rai",""
"Female","18"
"Male","12"
"Urdu",""
"Female","766"
"Male","753"
"Yakkha",""
"Female","30"
"Male","24"
