"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","10474"
"Christianity","70"
"Hindu","1244"
"Islam","3"
"Jainism","0"
"Kirat","0"
"Prakriti","9"
"Sikhism","0"
"Undefined","33"
"Total","11833"
