"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","177"
"Male","177"
"","354"
"Chhetri",""
"Female","60"
"Male","55"
"","115"
"Damai/Dholi",""
"Female","6"
"Male","8"
"","14"
"Ghale",""
"Female","206"
"Male","196"
"","402"
"Gurung",""
"Female","87"
"Male","86"
"","173"
"Kami",""
"Female","141"
"Male","118"
"","259"
"Magar",""
"Female","20"
"Male","22"
"","42"
"Newar",""
"Female","201"
"Male","172"
"","373"
"Others",""
"Female","16"
"Male","26"
"","42"
"Tamang",""
"Female","5137"
"Male","4913"
"","10050"
