"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","1998"
"Male","1477"
"Chhetri",""
"Female","1758"
"Male","1210"
"Damai/Dholi",""
"Female","422"
"Male","378"
"Gaine",""
"Female","35"
"Male","36"
"Gharti/Bhujel",""
"Female","255"
"Male","215"
"Gurung",""
"Female","1795"
"Male","1426"
"Kami",""
"Female","901"
"Male","748"
"Kumal",""
"Female","366"
"Male","290"
"Magar",""
"Female","173"
"Male","153"
"Majhi",""
"Female","25"
"Male","11"
"Musalman",""
"Female","103"
"Male","82"
"Newar",""
"Female","497"
"Male","423"
"Others",""
"Female","22"
"Male","17"
"Rai",""
"Female","15"
"Male","9"
"Sanyasi/Dasnami",""
"Female","129"
"Male","97"
"Sarki",""
"Female","1041"
"Male","831"
"Sunuwar",""
"Female","19"
"Male","13"
"Tamang",""
"Female","678"
"Male","533"
"Thakuri",""
"Female","196"
"Male","150"
