"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1361"
"Cow Dung","5"
"Electricity","5"
"Kerosene","16"
"LP Gas","256"
"Not stated","22"
"Others","2"
"Wood/Firewood","3084"
"Total","4751"
