"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","1"
"Electricity","0"
"Kerosene","8"
"LP Gas","24"
"Not stated","11"
"Others","0"
"Wood/Firewood","3195"
"Total","3240"
