"Population by Five Years Age Group","Number"
"0-4",""
"Female","709"
"Male","712"
"10-14",""
"Female","1094"
"Male","1030"
"15-19",""
"Female","988"
"Male","749"
"20-24",""
"Female","829"
"Male","342"
"25-29",""
"Female","640"
"Male","261"
"30-34",""
"Female","493"
"Male","216"
"35-39",""
"Female","488"
"Male","221"
"40-44",""
"Female","422"
"Male","215"
"45-49",""
"Female","327"
"Male","204"
"50-54",""
"Female","336"
"Male","283"
"55-59",""
"Female","284"
"Male","251"
"5-9",""
"Female","877"
"Male","931"
"60-64",""
"Female","310"
"Male","235"
"65-69",""
"Female","214"
"Male","206"
"70-74",""
"Female","137"
"Male","138"
"75+",""
"Female","180"
"Male","189"
